x,y,averaged_value
244,1507,33.33333333333333
2116,1768,99.0
1249,282,8.42105263157894
3087,2040,70.40816326530613
3132,20,73.49397590361446
304,1234,76.04166666666666
3391,810,30.526315789473678
3679,752,65.27777777777779
2548,1987,30.95238095238095
2860,276,59.0
2884,1048,99.0
1084,212,48.48484848484848
2049,1498,100.0
304,994,76.04166666666666
1631,686,55.208333333333336
1980,20,56.62650602409639
1375,512,29.166666666666668
15,1560,3.0612244897959098
2884,328,99.0
1277,299,18.46153846153846
1396,1747,42.85714285714285
2785,1482,40.0
1668,2052,32.0
2752,1393,100.0
3007,1290,89.47368421052632
1212,500,91.56626506024097
2224,1234,85.41666666666666
2908,1578,98.57142857142858
1348,328,98.0
2600,1695,94.89795918367348
129,1978,46.98795180722891
1167,1080,61.224489795918366
244,1267,52.38095238095239
223,1232,0.0
1708,1476,80.0
3388,1652,98.98989898989899
1212,1940,55.42168674698795
2015,2126,82.29166666666666
1980,260,78.3132530120482
3136,433,17.17171717171717
1732,328,1.0
132,372,4.0
1212,740,22.89156626506024
2401,282,26.31578947368421
897,1018,46.98795180722891
2224,1714,50.0
223,752,19.44444444444444
1471,810,42.105263157894726
399,840,31.63265306122449
2623,1290,32.631578947368425
3551,1886,0.0
97,42,6.31578947368421
3350,356,48.0
1072,994,52.083333333333336
1980,1700,0.0
2433,778,50.602409638554214
1551,1560,69.38775510204081
2368,1153,70.70707070707071
2813,1739,76.92307692307693
680,1455,90.81632653061223
940,1716,81.0
1372,1578,98.57142857142858
1732,1768,97.0
444,260,66.26506024096386
1852,212,23.23232323232323
1167,1560,86.73469387755102
1348,1768,97.0
2783,926,12.5
2527,1232,20.83333333333333
481,1722,33.68421052631579
1668,612,86.0
1935,1080,92.85714285714286
2932,307,7.14285714285714
1840,274,21.875
513,538,16.867469879518072
964,88,3.0
444,1460,20.48192771084337
2623,1050,42.105263157894726
863,206,92.70833333333334
399,1320,71.42857142857143
244,1027,28.57142857142857
448,913,1.01010101010101
97,1002,5.26315789473684
3679,1952,75.0
3292,858,98.57142857142858
444,1220,42.16867469879518
2932,787,35.71428571428571
316,2132,15.151515151515149
2227,1945,29.473684210526308
1046,1796,20.0
1456,274,21.875
783,1560,50.0
3204,612,87.0
3700,1747,33.33333333333333
2817,538,55.42168674698795
1708,996,69.0
580,808,1.0
2911,752,84.72222222222221
628,1747,45.23809523809524
509,1979,16.92307692307692
2703,1320,93.87755102040816
319,1770,44.21052631578947
448,1633,1.01010101010101
2748,1460,0.0
1780,1507,33.33333333333333
3169,282,32.631578947368425
700,1172,68.68686868686868
3760,1954,18.75
2049,298,7.228915662650599
2216,1215,58.16326530612245
3167,926,19.79166666666666
1396,1267,19.04761904761904
3763,25,9.47368421052631
2703,1560,75.51020408163265
3676,858,98.57142857142858
1759,992,84.72222222222221
1471,1770,30.526315789473678
3132,980,31.32530120481928
3268,1048,98.0
608,608,2.04081632653061
1012,787,11.9047619047619
516,132,0.0
1551,840,9.18367346938775
3628,1476,14.000000000000002
2164,307,35.71428571428571
1840,514,11.45833333333333
444,740,48.19277108433735
2752,193,6.06060606060606
863,1166,21.875
3268,328,98.0
1468,212,27.27272727272727
1459,1945,44.21052631578947
893,1019,70.76923076923077
2528,2048,94.89795918367348
2911,32,34.72222222222222
2623,330,36.84210526315789
399,2040,2.04081632653061
1596,740,28.915662650602407
1756,2058,1.42857142857142
897,1738,12.04819277108433
3350,836,62.0
3376,1234,53.125
2164,787,45.23809523809524
900,132,4.0
95,1166,93.75
444,500,65.06024096385542
1843,265,23.1578947368421
3652,328,99.0
2752,433,5.05050505050505
1012,1027,42.85714285714285
2476,36,6.0
2216,495,88.77551020408163
2911,1472,15.277777777777779
1087,1770,9.47368421052631
2620,2132,61.61616161616161
1459,985,30.526315789473678
2017,522,22.10526315789473
1665,298,8.43373493975903
1212,980,2.40963855421686
1247,926,11.45833333333333
1396,1987,35.71428571428571
1072,34,0.0
1668,132,2.0
1348,88,0.0
224,1328,4.08163265306122
3520,193,11.11111111111111
2164,67,33.33333333333333
60,1700,63.85542168674698
1459,1465,25.26315789473684
991,1712,38.88888888888889
3553,522,8.42105263157894
1396,307,50.0
1840,754,13.54166666666666
1468,1652,75.75757575757575
1247,686,37.5
900,1812,67.0
2140,2058,98.57142857142858
620,1265,10.97560975609756
3391,2010,96.84210526315789
3628,1236,21.0
580,1048,100.0
3379,25,6.31578947368421
628,1987,45.23809523809524
2198,596,57.99999999999999
129,538,7.228915662650599
1780,1747,38.09523809523809
3376,1714,58.333333333333336
224,1808,90.81632653061223
691,985,35.78947368421052
60,20,74.69879518072288
125,1979,41.53846153846154
1780,307,42.85714285714285
319,90,6.31578947368421
2216,975,69.38775510204081
3167,446,18.75
3772,1652,42.42424242424242
940,1476,100.0
3700,1507,59.523809523809526
2116,1048,99.0
2500,1768,100.0
2046,1104,98.33333333333331
1980,1940,10.8433734939759
3169,762,34.73684210526316
1375,32,20.83333333333333
1760,1808,98.97959183673468
1665,1258,79.51807228915662
3763,1705,46.31578947368421
2156,785,12.19512195121951
3376,274,16.66666666666666
628,307,52.38095238095239
2116,328,98.0
3204,372,92.0
1087,570,20.0
1852,2132,32.32323232323232
2748,500,31.32530120481928
2528,1808,98.97959183673468
1324,1236,72.0
1396,547,50.0
1840,994,77.08333333333334
3379,985,31.57894736842105
3553,762,16.84210526315789
3132,1700,68.67469879518072
1348,1048,98.0
832,433,3.03030303030303
2164,1747,52.38095238095239
604,1818,98.57142857142858
2144,608,98.97959183673468
828,500,62.65060240963856
1075,1705,5.26315789473684
3295,1232,19.44444444444444
2216,255,24.489795918367342
2932,1267,40.476190476190474
2430,1824,100.0
509,1499,69.23076923076923
479,1166,47.91666666666667
304,1714,15.625
3652,88,99.0
236,1505,13.41463414634146
3316,67,33.33333333333333
2236,1652,55.55555555555556
60,740,63.85542168674698
132,1332,17.0
1430,1316,76.0
479,2126,84.375
1596,1940,26.506024096385538
1459,745,17.89473684210526
2143,512,76.38888888888889
220,618,1.42857142857142
2623,2010,77.89473684210526
129,1498,12.04819277108433
2430,624,90.0
1708,36,4.0
2995,265,16.84210526315789
1596,1220,20.48192771084337
3376,1954,93.75
1633,282,5.26315789473684
3004,1652,77.77777777777779
1046,1556,79.0
236,1025,12.19512195121951
1448,495,94.89795918367348
703,810,20.0
3268,2008,99.0
2116,808,100.0
1668,1572,76.0
2143,752,63.888888888888886
628,547,38.09523809523809
2399,446,31.25
2364,260,43.37349397590361
307,1705,23.1578947368421
2548,1027,30.95238095238095
2500,568,99.0
2748,20,66.26506024096386
2017,1002,72.63157894736842
510,864,8.33333333333333
1376,1328,2.04081632653061
3700,1027,57.14285714285714
2164,1987,47.61904761904761
1459,25,0.0
3244,276,56.99999999999999
893,779,13.846153846153841
2600,1935,13.26530612244898
2140,1818,100.0
1284,1332,81.0
2500,2008,96.0
1430,116,15.0
1665,58,9.63855421686747
1631,1646,19.79166666666666
2156,1985,19.51219512195122
2748,260,62.65060240963856
2239,1770,57.89473684210527
3004,1172,79.7979797979798
1012,1987,42.85714285714285
3553,1722,42.105263157894726
1596,20,83.13253012048193
1471,330,3.1578947368421
2500,1528,97.0
2164,1267,35.71428571428571
1247,1646,7.29166666666666
2144,2048,97.9591836734694
2198,1796,88.0
2430,864,100.0
3316,307,50.0
897,58,8.43373493975903
3772,1172,34.34343434343434
64,433,3.03030303030303
1980,1220,10.8433734939759
1843,505,31.57894736842105
604,1338,98.57142857142858
3316,1267,61.904761904761905
1772,65,6.09756097560975
2860,36,21.0
1832,495,93.87755102040816
1780,1987,66.66666666666666
3132,260,32.53012048192771
863,446,72.91666666666666
991,1232,26.38888888888889
703,1290,40.0
307,1945,16.84210526315789
244,1987,38.09523809523809
894,1344,100.0
662,1316,63.0
1284,2052,2.0
1980,740,77.10843373493977
513,778,6.02409638554216
3316,787,76.19047619047619
196,1288,98.0
1732,1528,99.0
988,138,1.42857142857142
2527,752,38.88888888888889
1661,1739,89.23076923076924
2156,1265,41.46341463414634
1084,1652,29.292929292929287
1633,1002,44.21052631578947
60,1940,42.16867469879518
3167,1406,11.45833333333333
608,2048,98.97959183673468
832,2113,5.05050505050505
3391,1050,38.94736842105263
1732,88,1.0
3201,1978,50.602409638554214
2046,384,13.33333333333333
1064,975,59.183673469387756
2995,985,66.3157894736842
3316,1027,33.33333333333333
2748,1940,20.48192771084337
2476,996,81.0
1080,1971,95.52238805970148
3295,32,19.44444444444444
1372,858,100.0
608,368,100.0
2548,547,26.190476190476193
2620,692,98.98989898989899
2015,1886,55.208333333333336
3516,20,72.28915662650603
1668,1092,91.0
2785,1722,31.57894736842105
580,2008,2.0
64,1633,3.03030303030303
2540,1745,24.39024390243902
399,120,6.122448979591829
3384,1971,29.850746268656707
991,512,52.77777777777778
2548,787,50.0
2995,25,38.94736842105263
556,276,0.0
3585,1978,59.036144578313255
3516,1940,34.93975903614458
2052,1092,96.0
244,307,47.61904761904761
894,864,8.33333333333333
3197,1259,70.76923076923077
64,1153,3.03030303030303
1167,1320,4.08163265306122
3167,1166,35.41666666666667
3768,1011,56.71641791044776
3676,138,98.57142857142858
1046,356,38.0
244,787,52.38095238095239
1004,65,4.8780487804878
2236,932,87.87878787878788
783,1800,51.02040816326531
2884,2008,97.0
3384,1251,71.64179104477611
608,1088,15.30612244897959
703,330,5.26315789473684
2239,90,14.73684210526315
1780,1027,38.09523809523809
865,1242,51.578947368421055
964,1768,98.0
3198,1344,100.0
1668,852,96.0
2319,2040,69.38775510204081
64,2113,11.11111111111111
3368,1215,32.65306122448979
696,1491,64.17910447761194
3471,1320,27.55102040816326
2611,265,15.78947368421052
2860,1476,82.0
244,547,33.33333333333333
3679,512,56.94444444444444
1631,926,26.041666666666668
509,299,10.76923076923077
1372,618,0.0
3692,65,7.3170731707317
2620,932,91.91919191919192
1668,372,6.0
2319,1560,13.26530612244898
129,298,8.43373493975903
1760,848,2.04081632653061
2995,1465,73.68421052631578
2017,1962,61.05263157894737
2814,384,98.33333333333331
1348,1288,98.0
2752,1873,50.505050505050505
696,1011,70.1492537313433
1396,1507,23.8095238095238
2527,1952,69.44444444444444
2216,1695,52.04081632653062
900,1572,7.000000000000001
1631,446,51.041666666666664
3775,1530,7.36842105263157
2224,754,21.875
3734,1796,63.0
2164,547,35.71428571428571
2911,512,72.22222222222221
1662,1824,100.0
2908,138,98.57142857142858
691,265,25.26315789473684
580,568,2.0
2703,1080,82.6530612244898
2924,785,14.634146341463412
1216,673,5.05050505050505
1080,771,50.74626865671642
3700,1987,54.761904761904766
2045,59,12.3076923076923
1708,756,56.99999999999999
700,1652,22.22222222222222
2017,1722,78.94736842105263
1072,514,25.0
129,1018,4.81927710843373
1780,67,40.476190476190474
95,686,91.66666666666666
516,372,0.0
319,810,31.57894736842105
2144,848,5.10204081632653
2232,771,55.223880597014926
783,840,43.87755102040816
2932,1507,61.904761904761905
691,745,36.84210526315789
1448,1455,91.83673469387756
2814,1104,100.0
607,32,18.05555555555555
1420,409,68.65671641791045
2164,1027,26.190476190476193
1372,2058,100.0
1167,360,28.57142857142857
2049,1978,12.04819277108433
2116,1528,100.0
3760,754,27.083333333333332
1780,547,7.14285714285714
3204,132,7.000000000000001
2995,1945,12.63157894736842
3268,808,98.0
2548,307,47.61904761904761
1087,2010,48.421052631578945
15,1080,6.122448979591829
3167,1646,28.125
628,67,33.33333333333333
2814,2064,100.0
296,1935,94.89795918367348
3585,58,19.27710843373494
1852,1172,93.93939393939394
1732,568,97.0
608,128,96.93877551020408
2956,169,68.65671641791045
307,265,10.52631578947368
132,1572,24.0
783,360,16.32653061224489
607,992,76.38888888888889
1756,1578,100.0
1780,1267,26.190476190476193
2924,1025,46.34146341463415
865,1002,36.84210526315789
662,1556,55.00000000000001
1012,1747,50.0
1080,1251,71.64179104477611
479,1406,25.0
2860,1716,91.0
1216,1153,38.38383838383838
126,1104,10.0
3268,1528,97.0
516,1092,30.0
628,1507,35.71428571428571
296,735,9.18367346938775
2956,649,41.7910447761194
3296,1568,98.97959183673468
1665,778,38.55421686746988
1277,779,60.0
1084,932,69.6969696969697
319,1530,72.63157894736842
97,522,1.0526315789473601
2524,1098,98.57142857142858
2611,25,11.57894736842105
2500,1048,96.0
2143,272,80.55555555555556
2319,1080,79.59183673469387
3700,547,33.33333333333333
2436,1572,35.0
3340,1849,70.1492537313433
3198,864,100.0
2783,1886,86.45833333333334
1780,787,38.09523809523809
1843,745,64.21052631578948
2319,360,55.10204081632652
1471,1050,45.263157894736835
3308,1505,29.268292682926827
1012,1507,47.61904761904761
2785,1242,100.0
680,495,12.244897959183671
1084,1892,33.33333333333333
628,787,54.761904761904766
863,1646,20.83333333333333
2709,1313,72.28915662650603
688,754,25.0
3588,2052,70.0
608,1568,2.04081632653061
1665,538,32.53012048192771
1600,1153,47.47474747474747
3700,307,0.0
691,1225,68.42105263157895
1036,1129,49.25373134328358
2966,2036,93.0
1292,92,3.03030303030303
1012,547,42.85714285714285
1372,1098,98.57142857142858
3205,1797,3.0
3268,568,1.0
2092,1236,93.0
3582,624,6.66666666666666
703,1770,62.10526315789474
3197,539,66.15384615384615
3772,212,31.313131313131308
2401,1722,94.73684210526316
2932,1027,50.0
1804,649,89.55223880597015
2436,372,80.0
3679,1472,61.111111111111114
2433,1978,6.02409638554216
2932,547,42.85714285714285
2992,274,54.166666666666664
2500,328,97.0
3205,837,4.0
1557,1313,12.04819277108433
1388,785,6.09756097560975
3316,1987,26.190476190476193
524,1532,5.05050505050505
3295,512,79.16666666666666
680,1215,85.71428571428571
1756,138,1.42857142857142
2548,1267,66.66666666666666
2783,1646,28.125
244,1747,26.190476190476193
2528,128,100.0
3379,1225,83.15789473684211
3004,452,83.83838383838383
2884,1528,99.0
1600,673,53.535353535353536
696,291,92.53731343283582
652,1849,100.0
1278,384,1.66666666666666
2239,570,34.73684210526316
223,1472,44.44444444444444
1046,116,8.0
133,357,2.0
1173,1553,75.90361445783132
1396,787,61.904761904761905
893,299,4.61538461538461
1843,1705,94.73684210526316
1281,1498,57.831325301204814
2600,495,63.26530612244898
2932,1747,52.38095238095239
3596,332,2.02020202020202
2524,1338,100.0
2053,1317,91.0
2156,1745,29.268292682926827
2052,1572,100.0
1036,1609,0.0
2236,1412,26.26262626262626
2232,1971,79.1044776119403
1012,67,21.42857142857142
2623,1770,43.1578947368421
691,1705,21.05263157894736
1278,1824,3.33333333333333
479,686,64.58333333333334
2325,1793,97.59036144578313
3700,787,33.33333333333333
1376,2048,98.97959183673468
2053,2037,24.0
1284,852,93.0
1804,409,46.26865671641791
2164,1507,64.28571428571429
2444,1532,3.03030303030303
304,34,16.66666666666666
2611,1225,61.05263157894737
1661,539,3.07692307692307
1388,305,4.8780487804878
2399,1166,3.125
1324,756,12.0
1855,1530,100.0
1848,1011,26.86567164179104
3388,932,33.33333333333333
3652,1288,1.0
604,858,1.42857142857142
2052,1812,87.0
2912,2048,88.77551020408163
2430,2064,15.0
1832,975,39.795918367346935
964,1528,98.0
1420,1849,70.1492537313433
405,113,74.69879518072288
3205,597,2.0
1676,2012,3.03030303030303
2401,42,3.1578947368421
1072,274,26.041666666666668
513,58,15.66265060240964
2227,1465,28.42105263157894
1631,206,88.54166666666666
3204,2052,87.0
64,913,1.01010101010101
1855,330,0.0
2528,1088,3.0612244897959098
2140,1578,98.57142857142858
1848,1731,71.64179104477611
1456,34,14.583333333333329
1075,1225,46.31578947368421
2572,1129,53.73134328358209
3204,1092,71.0
95,206,90.625
2430,144,3.33333333333333
897,1258,81.92771084337349
3775,1290,13.684210526315791
1064,255,29.59183673469387
524,1052,4.04040404040404
1004,1265,8.53658536585365
133,597,2.0
2752,913,1.01010101010101
479,1646,16.66666666666666
2785,1002,71.57894736842105
940,1956,0.0
516,612,6.0
2992,34,53.125
3772,932,26.26262626262626
1448,15,3.0612244897959098
1855,810,26.31578947368421
1036,1369,47.76119402985074
3676,618,0.0
2232,1011,71.64179104477611
1292,1532,97.97979797979798
2911,272,58.333333333333336
1665,1738,87.95180722891565
2709,1793,40.96385542168674
517,357,4.0
2015,1406,8.33333333333333
1278,144,8.33333333333333
2528,608,4.08163265306122
2436,132,18.0
620,305,8.53658536585365
688,274,13.54166666666666
3724,1129,80.59701492537313
2143,992,27.77777777777778
1216,193,0.0
1464,51,77.61194029850746
3763,505,11.57894736842105
2053,837,11.0
172,516,0.0
2785,522,49.47368421052631
513,1018,16.867469879518072
900,852,48.0
2600,255,93.87755102040816
1376,1808,6.122448979591829
2524,2058,98.57142857142858
2045,1499,93.84615384615384
3004,212,44.44444444444444
3734,2036,67.0
991,272,20.83333333333333
2783,206,10.41666666666666
3379,1945,58.94736842105262
510,144,10.0
1855,2010,81.05263157894737
524,812,2.02020202020202
1036,649,29.850746268656707
688,1234,61.458333333333336
3679,992,38.88888888888889
1284,1092,62.0
1855,570,58.94736842105262
