"id","duration","selected","order","prolificId","studyId","sessionId"
"17","26085","dogD.jpg","{""dogD.jpg"",""dogC.jpg"",""dogA.jpg"",""dogB.jpg""}","5ea7b13e8ac6491a2050e619","699dbe8a0fcd929abffcc240","699dbec719f874e6eb494688"
"18","14091","dogD.jpg","{""dogC.jpg"",""dogA.jpg"",""dogD.jpg"",""dogB.jpg""}","6941786f9acdcc0131d758a9","699dbe8a0fcd929abffcc240","699dbed2e56050e965c8a29e"
"19","22466","dogD.jpg","{""dogD.jpg"",""dogB.jpg"",""dogA.jpg"",""dogC.jpg""}","6968cedf5fa6422047e51499","699dbe8a0fcd929abffcc240","699dbebc04c829d4c649469a"
"20","69037","dogD.jpg","{""dogA.jpg"",""dogC.jpg"",""dogB.jpg"",""dogD.jpg""}","6999c4e4418779b6b1526adc","699dbe8a0fcd929abffcc240","699dbeaf21144e75884c212c"
"21","10361","dogD.jpg","{""dogB.jpg"",""dogC.jpg"",""dogD.jpg"",""dogA.jpg""}","695fe74c64008cd1562be302","699dbe8a0fcd929abffcc240","699dbeee0cba4ab7e3064004"
"22","3347","dogC.jpg","{""dogC.jpg"",""dogA.jpg"",""dogB.jpg"",""dogD.jpg""}","62694f79608ed29b7af936b1","699dbe8a0fcd929abffcc240","699dbefc37b1683925c90e5b"
"23","29139","dogD.jpg","{""dogB.jpg"",""dogC.jpg"",""dogA.jpg"",""dogD.jpg""}","5f1f2c053dd3620d41353827","699dbe8a0fcd929abffcc240","699dbedf4c77556145b1dfb7"
"24","19545","dogD.jpg","{""dogD.jpg"",""dogA.jpg"",""dogC.jpg"",""dogB.jpg""}","673e1d918ac5785d45c4094d","699dbe8a0fcd929abffcc240","699dbef29908deb7ad3b437f"
"25","7494","dogD.jpg","{""dogA.jpg"",""dogB.jpg"",""dogC.jpg"",""dogD.jpg""}","651ad73348b31176fb1ca0a6","699dbe8a0fcd929abffcc240","699dbf1cb744ce0e03101cce"
"26","18365","dogD.jpg","{""dogA.jpg"",""dogB.jpg"",""dogD.jpg"",""dogC.jpg""}","5ede3d2ef7c9f9068776c4d2","699dbe8a0fcd929abffcc240","699dbf10df73fc31bc6abcba"
"27","11741","dogD.jpg","{""dogA.jpg"",""dogB.jpg"",""dogD.jpg"",""dogC.jpg""}","69440e6b6f4b57c3b5627972","699dbe8a0fcd929abffcc240","699dbf0e0fcd929abffcc252"
"28","63639","dogD.jpg","{""dogC.jpg"",""dogB.jpg"",""dogA.jpg"",""dogD.jpg""}","5deaac8dff7f711d9032fa94","699dbe8a0fcd929abffcc240","699dbed5af5d0bb9727b87d5"
"29","13647","dogD.jpg","{""dogB.jpg"",""dogC.jpg"",""dogA.jpg"",""dogD.jpg""}","65ccea640d0ee1eb5df528ad","699dbe8a0fcd929abffcc240","699dbebdbdf3db91bb141e0e"
"30","10835","dogD.jpg","{""dogB.jpg"",""dogA.jpg"",""dogD.jpg"",""dogC.jpg""}","5e28556d0a328c022e11f058","699dbe8a0fcd929abffcc240","699dbf384dbd93c8a3c39ac7"
"31","7445","dogD.jpg","{""dogD.jpg"",""dogB.jpg"",""dogC.jpg"",""dogA.jpg""}","698f8939f5744af4238105c2","699dbe8a0fcd929abffcc240","699dbf44575497cf9067d145"
"32","11353","dogB.jpg","{""dogA.jpg"",""dogB.jpg"",""dogD.jpg"",""dogC.jpg""}","60ad44ffc9a8db5f4f14352b","699dbe8a0fcd929abffcc240","699dbf3f379634a687b6f363"
"33","10014","dogD.jpg","{""dogC.jpg"",""dogB.jpg"",""dogA.jpg"",""dogD.jpg""}","695bf9a68d2cf17844af0251","699dbe8a0fcd929abffcc240","699dbf400417b4bf0cd066b1"
"34","9628","dogD.jpg","{""dogB.jpg"",""dogC.jpg"",""dogA.jpg"",""dogD.jpg""}","65ca8b87ebd847a5d4ac354e","699dbe8a0fcd929abffcc240","699dbf42d4af5736873f6fdd"
"35","16218","dogD.jpg","{""dogC.jpg"",""dogA.jpg"",""dogB.jpg"",""dogD.jpg""}","5af5bcf9b4dfd600018fc68e","699dbe8a0fcd929abffcc240","699dbf43fa57465eb24c8329"
"36","7760","dogD.jpg","{""dogD.jpg"",""dogB.jpg"",""dogC.jpg"",""dogA.jpg""}","5a454e5f56ec1100014a2d8f","699dbe8a0fcd929abffcc240","699dbf5be9b1884984c289c8"
